category,subcategories,Date,status,transmis_entreprise,tags,transmis_authorite,is_read,has_response,description
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-05-06,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté un ensemble de 3 casseroles sur un site de cuisine. Le colis est arrivé avec 2 casseroles seulement. J'ai contacté le vendeur, il m'a dit qu'il allait vérifier son stock. Il m'a répondu qu'il n'avait plus la 3ème en stock. Il me propose un remboursement partiel. J'accepte, mais je suis déçu. Le site aurait dû me prévenir. Je vais chercher une autre marque."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-05-09,TraitementEnCours,0,Produit alimentaire,0,0,1,"J'ai acheté un pot de confiture allégé en sucre"". En regardant la composition, j'ai vu qu'il y avait plus de sucre que dans une confiture normale. C'est un mensonge. J'ai contacté le fabricant, ils ne répondent pas. Je me sens trompé. Je vais arrêter d'acheter cette marque. Ce genre de pratique est malhonnête."""
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Produit_perime,Un_constat_frequent_de_produits_perimes_dans_un_etablissement,Des_produits_vendus_au_rayon_frais_notamment_avec_des_oeufs_de_la_viande_ou_du_poisson,Oui",2026-06-29,TraitementEnCours,0,Produit alimentaire,0,0,0,"Je suis client de votre supermarché depuis des années. Je constate de plus en plus de produits périmés dans le rayon des viandes. La semaine dernière, j'ai acheté un poulet qui était périmé depuis 2 jours. Je l'ai rapporté, on m'a remboursé, mais le problème est récurrent. J'ai déjà vu des yaourts périmés, des fruits pourris. C'est un problème d'hygiène et de gestion. Vous devriez contrôler vos stocks plus rigoureusement. Cela peut rendre malade."
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_description_dun_produit_ou_dun_service",2026-06-09,TraitementEnCours,0,Internet,1,1,0,"J'ai commandé un appareil photo sur un site de dropshipping. La description vantait un appareil professionnel"" avec une qualité d'image exceptionnelle. À la réception, l'appareil est un jouet, la qualité est médiocre. J'ai demandé un retour, ils acceptent mais à mes frais. Le retour coûte 30 euros. Je trouve cela abusif. Je me suis fait avoir. Je vais laisser un avis négatif partout pour prévenir les autres."""
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-21,TraitementEnCours,1,aucun_tag,0,0,0,"J'ai fait appel à une entreprise de jardinage pour tailler mes haies. Les employés sont venus, ils ont passé 2 heures, mais le résultat est bâclé. Les haies sont coupées en biais, il reste des branches. J'ai payé 150 euros. Je trouve que c'est cher pour un travail mal fait. J'ai appelé le responsable, il m'a dit qu'il passerait retoucher, mais il n'est jamais venu. Je ne paierai pas le solde. Je suis déçu."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-06-16,TraitementEnCours,1,Internet,0,1,1,"Le site de cette boutique en ligne est très confus. Les catégories ne sont pas claires, et le moteur de recherche ne fonctionne pas bien. J'ai mis du temps à trouver un produit. Quand j'ai voulu le mettre dans le panier, une erreur s'est produite. J'ai dû recommencer. Le site plante souvent. C'est frustrant. Je ne commanderai plus sur ce site. Il est mal développé."
AchatInternet,"Le_site_internet_en_luimeme,Demandes_repetees",2026-06-01,TraitementEnCours,0,Internet,0,1,0,"J'ai passé commande pour un cadeau. Le site me demande de valider mon adresse par email à chaque commande. Je l'ai déjà fait 3 fois. C'est redondant et agaçant. Ils devraient garder les informations en mémoire. En plus, ils m'ont envoyé un email pour me demander de confirmer mon numéro de téléphone, alors que je l'avais déjà renseigné. C'est un manque d'efficacité. Je trouve cela pénible."
CafeRestaurant,"Hygiene,Hygiene_des_locaux_et_du_materiel,Je_trouve_les_locaux_sales_ou_degrades",2026-05-23,InformateurInterne,0,hygiène,0,1,0,"Je travaille dans ce café depuis 6 mois. Je suis consterné par l'état des locaux. La cuisine est grasse, les frigos ne sont pas nettoyés, il y a des restes de nourriture qui traînent. Le responsable refuse d'investir dans des produits d'entretien. On essuie les tables avec un vieux torchon. J'ai peur que les clients tombent malades. Je fais ce signalement interne pour que la direction prenne conscience du problème. Il y a un vrai risque sanitaire."
CafeRestaurant,"Hygiene,Hygiene_des_locaux_et_du_materiel,Je_trouve_les_locaux_sales_ou_degrades",2026-05-22,TraitementEnCours,0,hygiène,0,1,0,"Je suis allé dans ce café pour un petit-déjeuner. J'ai été choqué par la propreté. Le sol était jonché de miettes, la table était collante, et il y avait des toiles d'araignée dans les coins. Le serveur a essuyé la table avec un chiffon qui puait. J'ai commandé un café, la tasse avait des traces de rouge à lèvres. Je suis reparti sans boire. C'est un lieu insalubre. Je ne reviendrai jamais."
TelephonieFaiMedias,"Abonnement_television,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-05-06,TraitementEnCours,1,"Résiliation,Internet",0,1,0,"J'ai souscrit à un abonnement TV il y a un an. Je souhaite résilier car je ne regarde plus la télévision. J'ai envoyé un courrier recommandé, ils ont accusé réception. Mais ils continuent de me prélever. J'ai appelé, ils disent que la demande est en cours. Cela fait 3 semaines. C'est une procédure beaucoup trop longue. Je vais bloquer le prélèvement. C'est une méthode pour garder les clients."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Contrat",2026-05-27,TraitementEnCours,0,aucun_tag,0,0,0,"Mon assureur a modifié mon contrat sans me consulter. Ils ont diminué la garantie vol"" et augmenté la franchise. J'ai reçu un simple mail m'informant du changement. Je n'ai pas donné mon accord. J'ai appelé, ils m'ont dit que c'était dans les conditions générales. C'est abusif. Je vais chercher un autre assureur. Je me sens trahi."""
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-05-06,TraitementEnCours,0,Produit alimentaire,0,0,0,"J'ai acheté un plat préparé riche en protéines"". En lisant la liste des ingrédients, j'ai vu qu'il y avait plus de glucides que de protéines. L'étiquette est trompeuse. Je me suis senti floué. J'ai contacté le fabricant, ils m'ont dit que c'était une erreur d'impression. Je trouve que ce n'est pas sérieux. Je vais éviter cette marque à l'avenir."""
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prix_paiement",2026-06-10,TraitementEnCours,0,aucun_tag,0,1,1,"J'ai fait faire un devis pour une réparation de freins. Le devis était de 200 euros. Quand j'ai récupéré ma voiture, la facture était de 280 euros. Le garagiste m'a dit qu'il avait dû changer un câble en plus, non prévu. Il ne m'a pas demandé mon accord. Je trouve ça abusif. J'ai payé pour récupérer ma voiture, mais je ne retournerai plus là-bas. Il devrait me prévenir avant de faire des travaux supplémentaires."
AchatMagasin,"Le_magasin_de_facon_generale,Hygiene,Probleme_de_temperature",2026-07-04,TraitementEnCours,0,"hygiène,Produit alimentaire",0,1,0,"J'ai acheté du lait dans votre supermarché. En rentrant chez moi, je me suis aperçu qu'il avait tourné, alors que la date de péremption n'était pas atteinte. Je pense que les frigos du magasin ne sont pas assez froids. J'ai déjà eu le même problème avec de la viande hachée. C'est un problème d'hygiène. Vous devriez vérifier la température de vos frigos. Je ne veux pas tomber malade à cause de vos produits."
EauGazElectricite,"Gaz_Electricite,Contrat,Autre",2026-06-08,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai signé un contrat de gaz avec un nouveau fournisseur. Le contrat promettait un prix fixe pendant un an. Le premier mois, j'ai reçu une facture avec un prix plus élevé que celui annoncé. J'ai appelé, ils m'ont dit que le prix fixe ne s'appliquait qu'à une partie de ma consommation. C'était écrit dans le contrat, mais ce n'était pas clair. Je me sens piégé. Je vais résilier et revenir à mon ancien fournisseur."
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_nonindique",2026-05-07,TraitementEnCours,1,Internet,0,1,1,"Je me suis inscrit sur un site de formation en ligne. C'était marqué essai gratuit de 7 jours"". J'ai donné mes coordonnées bancaires. Au bout de 7 jours, j'ai été prélevé de 49 euros sans m'en rendre compte. Il n'y avait pas d'information claire sur la fin de l'essai. C'est un abonnement caché. J'ai annulé, mais ils refusent de me rembourser. Je trouve cela malhonnête."""
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-07-04,TraitementEnCours,1,aucun_tag,0,0,1,"J'ai acheté une perceuse sur votre site. Elle a fonctionné 2 fois, puis le mandrin s'est bloqué. Je n'arrive plus à changer de foret. J'ai contacté le SAV, ils m'ont demandé une vidéo. Je l'ai envoyée, mais depuis, pas de réponse. Le produit est neuf, c'est un défaut de fabrication. Je veux un échange ou un remboursement. Je suis déçu du service."
CafeRestaurant,"Informations_mensongeres_sur_le_menu_la_carte_ou_le_site_internet,Information_mensongere_ou_trompeuse",2026-06-02,TraitementEnCours,0,aucun_tag,0,1,0,"Je suis allé dans un restaurant gastronomique"" après avoir vu leur carte en ligne. Les plats semblaient raffinés. Arrivé sur place, la carte était complètement différente, avec des plats basiques. J'ai demandé au serveur, il m'a dit que la carte en ligne n'était pas à jour. C'est trompeur. Je suis reparti sans manger. Ils perdent des clients avec ce genre de pratique."""
AchatMagasin,"Un_produit_dangereux,Autre,Blessure_physique",2026-06-26,NonTraite,0,Produit dangereux,0,0,0,"J'ai acheté un chargeur de téléphone dans un magasin de gadgets. Après une nuit de charge, il a surchauffé et a fondu. Heureusement, je l'ai débranché à temps. J'ai eu une petite brûlure au doigt. Le chargeur n'a pas de certification. Je suis retourné au magasin, ils ont refusé de me rembourser. Je trouve ça dangereux. Je vais signaler ce produit à la répression des fraudes."
Immobilier,"Syndic_de_copropriete,Absence_de_reponse_du_syndic",2026-05-10,TraitementEnCours,0,aucun_tag,0,0,0,"Je suis président du conseil syndical de ma copropriété. Le syndic est totalement inactif. Nous avons des fuites dans le parking, il ne fait rien. J'ai envoyé plusieurs courriers recommandés, il ne répond pas. Les autres copropriétaires sont furieux. Nous payons des charges pour un service inexistant. Je vais proposer de changer de syndic lors de la prochaine assemblée générale. Cette situation dure depuis trop longtemps."
Immobilier,"Agence_immobiliere,Jai_un_probleme_en_tant_que_locataire,Bail_contrat_de_location",2026-06-13,TraitementEnCours,0,aucun_tag,0,1,0,"Je suis locataire d'un studio. Mon bail se termine dans 3 mois. J'ai envoyé un courrier à l'agence pour savoir si je pouvais le renouveler. Je n'ai pas de réponse. J'ai appelé, on m'a dit que le propriétaire n'avait pas encore donné son avis. Je suis inquiet, je ne veux pas me retrouver à la rue. Je vais chercher un autre logement par précaution. Mais l'agence devrait être plus réactive."
AchatInternet,"Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-06-26,TraitementEnCours,0,"Résiliation,Internet",0,1,0,"Je suis abonné à un service de cloud. Je souhaite résilier car je n'ai plus besoin de stockage. Sur le site, je ne trouve pas comment résilier. Il n'y a pas de bouton. J'ai contacté le support par email, ils m'ont envoyé un formulaire à remplir. Je l'ai rempli, mais je n'ai pas de confirmation. Ils continuent de me prélever. Je trouve cela abusif. Je vais devoir bloquer le prélèvement."
TelephonieFaiMedias,"Telephonie_internet,Autre,Qualite_du_service_client",2026-05-10,TraitementEnCours,0,"Telecom,Internet",0,0,0,"Je suis client de cet opérateur depuis 5 ans. J'ai eu un problème de facturation, on m'a facturé deux fois le même mois. J'ai appelé le service client, j'ai attendu 20 minutes. On m'a passé 3 personnes différentes. Aucune n'a réussi à résoudre le problème. On m'a promis un rappel, je n'ai jamais été rappelé. Je suis très mécontent de la qualité du service client. C'est du grand n'importe quoi."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-07-06,TraitementEnCours,0,Internet,0,1,0,"Le site sur lequel j'ai acheté des chaussures est très lent. Les pages mettent du temps à charger. J'ai eu du mal à valider ma commande, le site plantait. J'ai réussi après plusieurs tentatives. J'espère recevoir ma commande. Mais l'expérience d'achat était mauvaise."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prix_paiement",2026-06-22,TraitementEnCours,0,aucun_tag,0,1,1,"J'ai fait un contrôle technique dans un garage. Le prix indiqué était de 70 euros. Le contrôle a révélé des défaillances, j'ai dû faire des réparations sur place. Le total était de 450 euros. Je ne m'attendais pas à une somme aussi élevée. Je me suis senti piégé. Le garagiste a profité de la situation."
TelephonieFaiMedias,"Abonnement_television,Probleme_de_resiliation_dabonnement,Je_dois_payer_la_procedure_de_resilisation",2026-06-26,TraitementEnCours,0,"Résiliation,Internet",0,0,0,"Je souhaite résilier mon abonnement TV. L'opérateur me réclame 45 euros de frais de résiliation. Mon contrat est à durée indéterminée. Je trouve ces frais abusifs. J'ai refusé de payer, ils menacent de m'envoyer en recouvrement. Je vais saisir le médiateur des télécoms."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Autre,Autre",2026-05-14,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai fait changer l'huile et les filtres chez un garagiste. Le lendemain, j'ai vu une flaque d'huile sous ma voiture. Le garagiste a mal serré le bouchon de vidange. Je suis retourné, il a resserré, mais j'ai perdu de l'huile. Il ne m'a pas remboursé l'huile perdue. C'est une négligence. Je ne retournerai pas."
Immobilier,"Agence_immobiliere,Je_cherche_une_location_ou_un_bien_a_acheter,Je_cherche_a_acheter,Probleme_avec_une_offre_dachat_ou_un_compromis_de_vente",2026-06-03,NonTraite,1,ReponseConso,0,0,1,"J'ai fait une offre d'achat sur un appartement. L'offre a été acceptée, j'ai signé un compromis. Depuis, le vendeur traîne pour signer la vente définitive. Il invoque des problèmes personnels. Mon notaire est inquiet. Je pense que le vendeur a eu une meilleure offre. L'agence ne me dit rien. C'est très stressant. Je vais envoyer une mise en demeure."
